%% File generated by CATS v.2.1Wed Jun 19 17:40:32 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 64; Bids: 2000; Distribution: L3; Runs: 50; Seed: 1371658681
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 64
bids 2000
dummy 0

0	946874	12	22	24	#
1	360164	3	36	50	#
2	972102	26	30	47	#
3	196066	6	23	44	#
4	482769	1	45	56	#
5	5527	18	30	43	#
6	363807	20	35	62	#
7	586350	14	25	52	#
8	104703	13	24	53	#
9	106747	28	43	54	#
10	464006	11	23	63	#
11	843149	44	45	58	#
12	388591	18	36	37	#
13	617727	0	6	23	#
14	661827	13	39	44	#
15	363387	32	35	55	#
16	794845	5	15	59	#
17	674690	0	26	29	#
18	746372	42	47	49	#
19	165004	29	45	55	#
20	159176	16	41	42	#
21	518677	25	30	53	#
22	901358	23	31	33	#
23	699681	4	19	31	#
24	228599	5	22	41	#
25	374343	17	47	58	#
26	164439	8	19	40	#
27	848872	1	27	58	#
28	176695	19	23	61	#
29	914604	14	21	29	#
30	185179	0	5	48	#
31	841164	37	38	52	#
32	542431	9	44	56	#
33	183828	32	36	52	#
34	820360	25	48	53	#
35	752020	37	57	62	#
36	230696	3	19	63	#
37	618157	35	42	44	#
38	305045	44	45	55	#
39	359464	29	30	56	#
40	539371	14	23	31	#
41	820174	28	38	63	#
42	68156	18	50	55	#
43	654251	26	32	54	#
44	75036	1	6	49	#
45	791637	9	35	58	#
46	569589	27	34	55	#
47	119880	4	27	61	#
48	364046	30	59	62	#
49	471939	17	37	45	#
50	569043	30	51	55	#
51	787919	17	18	62	#
52	694142	10	38	46	#
53	679954	2	21	59	#
54	641082	20	33	53	#
55	903278	26	50	59	#
56	971736	9	50	54	#
57	806912	11	37	58	#
58	765902	11	44	54	#
59	60107	20	42	59	#
60	630057	6	18	56	#
61	857976	11	25	36	#
62	398057	0	29	36	#
63	498161	21	52	56	#
64	873274	18	36	40	#
65	690164	18	37	43	#
66	19786	0	15	42	#
67	209896	14	20	36	#
68	791793	19	21	52	#
69	544278	4	39	42	#
70	242625	19	27	57	#
71	559888	2	39	45	#
72	774219	17	52	53	#
73	952464	23	40	63	#
74	793517	0	50	55	#
75	134087	6	10	14	#
76	142912	0	9	19	#
77	318260	47	52	58	#
78	685294	40	45	62	#
79	210392	6	21	41	#
80	360877	32	47	60	#
81	640999	19	59	61	#
82	534815	14	30	41	#
83	172036	11	24	30	#
84	767988	3	5	14	#
85	528158	0	16	34	#
86	126277	34	36	46	#
87	114467	0	9	40	#
88	103645	28	50	52	#
89	654071	38	40	46	#
90	51297	17	55	56	#
91	4424	2	28	57	#
92	220429	46	50	51	#
93	782294	7	41	56	#
94	101510	41	42	62	#
95	245513	5	32	62	#
96	242385	32	36	56	#
97	809229	18	19	37	#
98	185631	0	29	39	#
99	56311	11	16	18	#
100	172342	0	10	63	#
101	311131	47	59	63	#
102	812946	0	30	59	#
103	585251	13	34	61	#
