%% File generated by CATS v.2.1Fri Jun 28 11:04:03 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 1500; Distribution: L3; Runs: 1; Seed: 1372413288
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 32
bids 1500
dummy 0

0	804559	5	14	20	#
1	320060	2	6	13	#
2	601483	8	12	15	#
3	109728	14	16	26	#
4	651006	9	12	21	#
5	833164	13	17	30	#
6	728157	7	8	30	#
7	367019	15	18	31	#
8	520475	10	11	24	#
9	605915	15	16	24	#
10	726833	18	21	22	#
11	960438	9	14	31	#
12	804311	4	13	18	#
13	852941	8	10	22	#
14	916950	1	28	31	#
15	892034	2	14	30	#
16	616217	2	14	29	#
17	472621	11	15	30	#
18	133511	13	21	22	#
19	21082	17	18	26	#
20	974265	4	8	24	#
21	937363	9	25	29	#
22	638833	4	11	27	#
23	889817	3	18	24	#
24	675448	1	13	18	#
25	310584	17	27	30	#
26	765703	2	8	26	#
27	335315	1	28	30	#
28	785683	5	12	30	#
29	558572	12	21	24	#
30	586654	6	11	25	#
31	473726	7	25	28	#
32	865792	3	4	12	#
33	571377	7	21	24	#
34	823285	9	15	28	#
35	957224	16	21	27	#
36	645187	11	13	20	#
37	814594	5	14	22	#
38	374267	0	9	28	#
39	307266	0	8	20	#
40	849546	4	11	18	#
41	293080	20	29	30	#
42	50014	5	21	31	#
43	594863	7	12	23	#
44	196739	10	11	18	#
45	280891	3	7	29	#
46	781748	14	19	30	#
47	946030	19	22	23	#
48	485014	20	26	28	#
49	851961	2	4	27	#
50	19475	4	17	20	#
51	371845	17	20	23	#
52	406985	8	13	15	#
53	922978	3	4	8	#
54	502973	6	7	20	#
55	911588	9	23	25	#
56	262306	3	12	23	#
57	763587	2	11	20	#
58	129726	4	14	25	#
59	170309	6	17	23	#
60	870914	19	22	30	#
61	478436	21	29	30	#
62	526699	3	17	20	#
63	290159	14	17	18	#
64	63440	16	24	27	#
65	344913	11	27	29	#
66	277342	5	6	8	#
67	376228	3	8	13	#
68	484769	9	24	25	#
69	258779	3	12	30	#
70	635967	15	21	24	#
71	509549	3	7	28	#
72	711427	3	15	23	#
73	359447	14	28	30	#
74	672996	2	20	27	#
75	866901	0	8	25	#
76	968208	20	26	31	#
77	773869	0	20	23	#
78	954827	7	20	31	#
79	772270	2	21	24	#
80	703633	5	9	19	#
81	505955	8	16	27	#
82	127815	1	13	29	#
83	992106	8	11	13	#
84	543319	4	22	24	#
85	887251	15	17	21	#
86	816206	2	14	15	#
87	448922	3	7	31	#
88	37709	6	16	19	#
89	508712	3	13	30	#
90	736170	2	5	7	#
91	331258	4	22	26	#
92	360820	2	4	12	#
93	394789	0	11	26	#
94	181845	1	18	23	#
95	357716	0	6	7	#
96	550292	4	17	30	#
97	62330	2	12	31	#
98	553594	2	17	28	#
99	874037	1	6	15	#
100	431681	1	7	22	#
101	912524	3	8	27	#
102	104675	1	21	22	#
103	928995	3	19	30	#
104	373725	0	12	13	#
105	647386	17	26	31	#
106	524037	3	6	31	#
107	571658	13	14	26	#
108	804660	17	24	27	#
109	902711	7	15	26	#
110	539447	7	12	13	#
111	265924	6	10	19	#
112	455759	7	29	31	#
113	483684	23	29	31	#
114	894459	3	25	31	#
115	162782	4	21	26	#
