%% File generated by CATS v.2.1Thu Jun 27 17:21:59 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 32; Bids: 100; Distribution: L3; Runs: 1; Seed: 1372347255
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 32
bids 100
dummy 0

0	115711	4	8	28	#
1	752680	18	19	26	#
2	532191	9	11	31	#
3	625098	1	3	11	#
4	704625	8	26	31	#
5	97252	0	9	19	#
6	981016	0	24	28	#
7	778024	4	17	26	#
8	506527	12	21	24	#
9	73113	15	17	27	#
10	484412	5	16	22	#
11	388693	11	16	22	#
12	557899	12	14	26	#
13	902496	9	13	20	#
14	968762	14	21	31	#
15	524016	6	22	31	#
16	336565	13	24	29	#
17	799802	0	3	19	#
18	574778	6	16	29	#
19	793588	3	14	25	#
20	175189	2	13	19	#
21	497461	11	12	26	#
22	891244	6	25	29	#
23	698596	0	3	22	#
24	71883	24	25	26	#
25	926640	1	21	28	#
26	924166	15	28	30	#
27	389562	5	20	26	#
28	999520	2	10	16	#
29	491529	2	24	28	#
30	773876	10	15	19	#
31	206216	11	16	20	#
32	944649	8	19	30	#
33	145641	3	9	19	#
34	344182	3	10	29	#
35	381852	0	11	27	#
36	384911	6	8	24	#
37	674548	10	20	27	#
38	880914	13	25	29	#
39	987776	14	25	31	#
40	704532	1	9	11	#
41	800646	4	11	20	#
42	108981	3	6	30	#
43	507421	3	8	28	#
44	694851	7	19	26	#
45	646776	4	14	29	#
46	589589	0	11	14	#
47	439455	2	10	28	#
48	939292	3	6	24	#
49	200917	4	11	24	#
50	220167	9	17	18	#
51	890871	0	10	14	#
52	556391	13	24	30	#
53	523755	3	7	12	#
54	120474	1	5	27	#
55	771750	0	15	26	#
56	517645	1	19	29	#
57	255747	8	12	21	#
58	493017	4	7	24	#
59	306882	13	16	30	#
60	664585	9	10	14	#
61	923650	11	14	24	#
62	755577	3	6	17	#
63	498228	9	18	28	#
64	265544	12	16	20	#
65	218408	5	6	13	#
66	712687	3	10	17	#
67	478110	3	12	15	#
68	718465	0	2	19	#
69	945645	13	21	31	#
70	594588	2	20	26	#
71	634471	4	27	29	#
72	825047	17	20	26	#
73	605529	0	13	24	#
74	357068	17	28	29	#
75	82402	8	10	22	#
76	188974	11	13	23	#
77	929005	15	21	29	#
78	8638	5	15	21	#
79	981882	6	15	18	#
80	975460	9	10	23	#
81	66488	1	14	19	#
82	862920	5	8	28	#
83	383901	5	8	26	#
84	428386	1	2	26	#
85	660271	2	8	16	#
86	802733	2	21	23	#
87	206668	8	11	31	#
88	718739	7	20	27	#
89	253205	11	26	31	#
90	284133	1	27	30	#
91	936161	2	14	29	#
92	126010	0	9	23	#
93	632562	5	14	22	#
94	962302	14	27	31	#
95	738698	10	13	28	#
96	599685	10	18	22	#
97	981075	16	26	28	#
98	598997	17	21	28	#
99	996265	3	8	29	#
